Date,Open,High,Low,Close,Volume,Returns,Anomaly
2006-06-23,,,,,,,
2006-06-25,668.0,694.0,668.0,679.25,323063.0,0.014411589008363146,1.0
2006-06-26,631.0,648.0,617.05,630.375,460468.0,-0.011061126214897188,1.0
2006-06-27,594.0,602.0,566.1,581.5,597873.0,-0.03653384143815752,1.0
2006-06-28,561.5,629.0,559.0,611.15,971375.0,0.050988822012037804,1.0
2006-06-29,610.75,658.0,604.5,634.55,891710.5,0.03172661843850333,1.0
2006-06-30,660.0,687.0,650.0,657.95,812046.0,0.012464414864968854,1.0
2006-07-03,660.0,667.0,650.0,655.1,179960.0,-0.004331636142564044,1.0
2006-07-04,659.75,664.9,650.0,653.05,53976.0,-0.003129293237673747,1.0
2006-07-05,649.0,680.0,642.1,676.35,201915.0,0.03567873822831347,1.0
2006-07-06,669.0,699.9,653.9,661.9,585470.0,-0.02136467805130482,1.0
2006-07-07,665.0,677.2,645.1,647.95,136360.0,-0.021075691192022905,1.0
2006-07-10,635.0,663.0,635.0,653.75,74409.0,0.008951307971293954,1.0
2006-07-11,656.9,667.0,654.0,661.75,60452.0,0.012237093690248502,1.0
2006-07-12,650.1,668.0,630.15,656.25,21236.0,-0.008311295806573527,1.0
2006-07-13,650.15,667.9,650.15,654.6,30640.0,-0.002514285714285691,1.0
2006-07-14,641.0,655.0,633.6,640.5,23201.0,-0.021539871677360267,1.0
2006-07-17,633.15,652.5,615.2,626.45,18735.0,-0.021935987509757893,1.0
2006-07-18,633.9,635.6,610.0,617.9,18102.0,-0.013648335860803051,1.0
2006-07-19,621.0,628.45,614.0,615.15,36203.0,-0.004450558342773858,1.0
2006-07-20,628.9,628.9,601.0,606.7,26165.0,-0.013736487035682199,1.0
2006-07-21,601.1,612.5,584.0,594.1,5860.0,-0.020768089665403,1.0
2006-07-24,600.0,600.0,564.25,572.65,3833.0,-0.03610503282275723,1.0
2006-07-25,576.0,584.0,572.55,575.3,2902.0,0.00462760848685928,1.0
2006-07-26,575.0,597.9,572.1,593.75,9463.0,0.032070224230836164,1.0
2006-07-27,604.0,608.75,590.25,596.3,3683.0,0.004294736842105129,1.0
2006-07-28,588.0,601.0,565.5,569.9,4814.0,-0.04427301693778296,1.0
2006-07-31,590.0,616.0,576.0,598.35,7053.0,0.04992103877873322,1.0
2006-08-01,590.0,597.0,586.25,591.55,1764.0,-0.011364585944681371,1.0
2006-08-02,590.0,611.7,590.0,603.45,16875.0,0.020116642718282618,1.0
2006-08-03,606.5,631.0,606.0,620.9,12118.0,0.028917060236970604,1.0
2006-08-04,622.0,624.9,615.05,620.4,2265.0,-0.0008052826542116476,1.0
2006-08-07,618.0,618.0,606.0,608.4,1086.0,-0.01934235976789167,1.0
2006-08-08,612.0,640.0,612.0,632.3,7963.0,0.03928336620644313,1.0
2006-08-09,639.0,659.0,626.5,653.6,9042.0,0.0336865411987981,1.0
2006-08-10,653.6,694.0,605.0,671.45,101473.0,0.027310281517747947,1.0
2006-08-11,689.0,689.0,645.5,653.65,12020.0,-0.02650979224067329,1.0
2006-08-14,665.0,665.0,645.0,653.3,3748.0,-0.0005354547540733501,1.0
2006-08-16,659.8,665.0,646.4,654.8,2969.0,0.002296035512015848,1.0
2006-08-17,660.0,660.0,635.0,638.25,1190.0,-0.025274893097128825,1.0
2006-08-18,654.8,675.0,630.0,651.35,11755.0,0.020524872698785668,1.0
2006-08-21,608.0,660.0,608.0,657.9,9394.0,0.01005603746065864,1.0
2006-08-22,655.0,659.95,650.0,650.4,4772.0,-0.011399908800729608,1.0
2006-08-23,645.0,688.7,645.0,657.85,54189.0,0.011454489544895585,1.0
2006-08-24,655.0,679.0,655.0,674.0,6367.0,0.02454966937751757,1.0
2006-08-25,680.0,684.0,663.5,679.0,28098.0,0.007418397626112849,1.0
2006-08-28,650.0,690.0,632.4,678.3,17196.0,-0.0010309278350516538,1.0
2006-08-29,672.0,681.0,672.0,678.15,7436.0,-0.00022114108801407628,1.0
2006-08-30,655.0,680.0,655.0,679.1,4788.0,0.0014008700140086816,1.0
2006-08-31,667.0,680.0,667.0,677.9,5393.0,-0.0017670446178766896,1.0
2006-09-01,667.05,677.95,667.0,674.25,7329.0,-0.005384274966809266,1.0
2006-09-04,670.5,687.0,670.0,675.5,9272.0,0.0018539117538005634,1.0
2006-09-05,670.05,682.8,670.0,680.3,12149.0,0.007105847520355146,1.0
2006-09-06,674.2,685.0,674.2,679.0,6154.0,-0.001910921652212183,1.0
2006-09-07,638.35,681.8,638.35,675.6,6452.0,-0.00500736377025035,1.0
2006-09-08,683.0,684.35,675.35,679.65,3238.0,0.005994671403197094,1.0
2006-09-11,679.95,680.0,664.4,669.1,4378.0,-0.015522695505039263,1.0
2006-09-12,664.05,675.0,662.5,669.9,20172.0,0.0011956359288596285,1.0
2006-09-13,675.0,675.0,666.5,674.6,1203.0,0.007015972533213954,1.0
2006-09-14,645.0,683.0,645.0,680.3,4454.0,0.00844945152683052,1.0
2006-09-15,640.0,682.0,640.0,679.2,4053.0,-0.0016169337057179156,1.0
2006-09-18,680.0,684.0,672.0,682.1,6384.0,0.004269729093050678,1.0
2006-09-19,675.0,685.0,668.05,675.65,2475.0,-0.009456091482187401,1.0
2006-09-20,679.95,679.95,667.5,671.65,320.0,-0.005920224968548826,1.0
2006-09-21,670.0,681.0,665.0,667.05,7872.0,-0.006848805181270068,1.0
2006-09-22,627.05,675.0,627.05,666.2,832.0,-0.001274267296304532,1.0
2006-09-25,665.0,679.9,656.55,666.65,731.0,0.0006754728309816826,1.0
2006-09-26,647.0,682.0,647.0,662.85,2662.0,-0.005700142503562544,1.0
2006-09-27,657.5,677.0,657.0,673.45,1113.0,0.01599155163309951,1.0
2006-09-28,668.0,675.0,665.0,665.6,306.0,-0.01165639616898062,1.0
2006-09-29,665.2,685.0,665.0,681.35,18945.0,0.023662860576923128,1.0
2006-10-03,682.0,684.95,674.2,684.35,5239.0,0.004403023409407902,1.0
2006-10-04,689.2,725.0,686.25,700.7,27167.0,0.023891283699861265,1.0
2006-10-05,706.0,719.0,701.0,716.55,6222.0,0.022620236905951163,1.0
2006-10-06,706.0,775.0,706.0,750.9,27706.0,0.047938036424534314,1.0
2006-10-09,800.0,800.0,730.05,768.15,20861.0,0.02297243308030361,1.0
2006-10-10,780.0,830.0,727.0,799.5,123765.0,0.040812341339582225,1.0
